1.000, 4.189
2.000, 3.713
3.000, 3.902
4.000, 4.190
5.000, 3.146
6.000, 3.901
7.000, 4.323
8.000, 3.885
9.000, 3.736
10.000, 4.115
11.000, 3.277
12.000, 3.826
13.000, 3.389
14.000, 3.320
15.000, 3.323
16.000, 3.029
17.000, 4.076
18.000, 3.649
19.000, 3.573
20.000, 4.083
21.000, 2.909
22.000, 3.067
23.000, 3.316
24.000, 3.949
25.000, 3.741
26.000, 2.960
27.000, 4.171
28.000, 3.757
29.000, 3.583
30.000, 3.488
31.000, 3.731
32.000, 3.625
33.000, 3.499
34.000, 3.866
35.000, 3.540
36.000, 4.199
37.000, 3.698
38.000, 3.580
39.000, 3.565
40.000, 3.448
41.000, 3.480
42.000, 3.740
43.000, 4.125
44.000, 3.632
45.000, 2.946
46.000, 4.220
47.000, 3.909
48.000, 3.069
49.000, 3.713
50.000, 3.070
51.000, 3.825
52.000, 3.557
53.000, 4.237
54.000, 4.025
55.000, 4.120
56.000, 3.970
57.000, 2.906
58.000, 3.973
59.000, 3.474
60.000, 3.414
61.000, 2.778
62.000, 3.566
63.000, 3.429
64.000, 4.148
65.000, 4.347
66.000, 3.846
67.000, 4.297
68.000, 3.750
69.000, 4.154
70.000, 3.704
71.000, 3.759
72.000, 3.698
73.000, 3.365
74.000, 4.047
75.000, 4.006
76.000, 4.172
77.000, 2.949
78.000, 3.657
79.000, 3.645
80.000, 3.896
81.000, 4.419
82.000, 4.017
83.000, 3.576
84.000, 3.839
85.000, 3.103
86.000, 4.312
87.000, 2.814
88.000, 4.147
89.000, 3.238
90.000, 3.511
91.000, 4.705
92.000, 2.758
93.000, 2.973
94.000, 3.857
95.000, 3.596
96.000, 3.605
97.000, 4.474
98.000, 3.800
99.000, 3.215
100.000, 3.026
101.000, 4.679
102.000, 3.129
103.000, 4.052
104.000, 3.348
105.000, 4.295
106.000, 4.021
107.000, 3.744
108.000, 3.135
109.000, 4.000
110.000, 3.250
111.000, 3.728
112.000, 4.183
113.000, 3.500
114.000, 3.694
115.000, 3.842
116.000, 3.802
117.000, 3.299
118.000, 3.768
119.000, 3.543
120.000, 3.619
121.000, 4.417
122.000, 2.965
123.000, 3.401
124.000, 4.174
125.000, 4.099
126.000, 4.000
127.000, 3.845
128.000, 4.364
129.000, 4.025
130.000, 4.311
131.000, 3.397
132.000, 3.966
133.000, 3.771
134.000, 2.716
135.000, 3.657
136.000, 3.074
137.000, 3.612
138.000, 4.492
139.000, 3.882
140.000, 3.818
141.000, 3.696
142.000, 3.340
143.000, 3.544
144.000, 3.469
145.000, 3.000
146.000, 3.770
147.000, 3.503
148.000, 3.734
149.000, 3.941
150.000, 4.022
151.000, 3.654
152.000, 4.125
153.000, 4.077
154.000, 3.091
155.000, 2.969
156.000, 4.236
157.000, 3.719
158.000, 4.000
159.000, 3.778
160.000, 3.500
161.000, 4.471
162.000, 4.121
163.000, 2.183
164.000, 4.385
165.000, 3.982
166.000, 3.688
167.000, 2.931
168.000, 3.846
169.000, 3.567
170.000, 3.989
171.000, 4.000
172.000, 3.609
173.000, 3.968
174.000, 3.649
175.000, 3.981
176.000, 3.615
177.000, 4.114
178.000, 3.843
179.000, 2.655
180.000, 3.695
181.000, 3.605
182.000, 3.831
183.000, 4.099
184.000, 4.083
185.000, 3.588
186.000, 4.254
187.000, 4.084
188.000, 3.169
189.000, 4.000
190.000, 3.699
191.000, 3.333
192.000, 3.091
193.000, 3.678
194.000, 3.983
195.000, 3.889
196.000, 4.062
197.000, 3.909
198.000, 3.749
199.000, 3.276
200.000, 3.423
201.000, 3.954
202.000, 3.249
203.000, 2.291
204.000, 3.556
205.000, 4.059
206.000, 3.067
207.000, 3.522
208.000, 3.652
209.000, 3.160
210.000, 4.027
211.000, 3.857
212.000, 3.855
213.000, 4.227
214.000, 3.163
215.000, 4.559
216.000, 3.232
217.000, 3.700
218.000, 3.093
219.000, 3.333
220.000, 4.216
221.000, 3.241
222.000, 4.088
223.000, 3.441
224.000, 3.402
225.000, 3.433
226.000, 3.571
227.000, 3.286
228.000, 4.000
229.000, 3.429
230.000, 4.095
231.000, 4.227
232.000, 3.567
233.000, 4.585
234.000, 4.310
235.000, 4.086
236.000, 3.694
237.000, 3.404
238.000, 3.787
239.000, 4.141
240.000, 3.301
241.000, 3.965
242.000, 3.205
243.000, 3.606
244.000, 4.106
245.000, 2.671
246.000, 4.000
247.000, 3.935
248.000, 4.206
249.000, 3.945
250.000, 3.750
251.000, 3.575
252.000, 4.017
253.000, 3.925
254.000, 3.783
255.000, 4.016
256.000, 3.853
257.000, 4.453
258.000, 3.717
259.000, 4.036
260.000, 3.312
261.000, 3.576
262.000, 3.330
263.000, 3.663
264.000, 2.785
265.000, 4.194
266.000, 4.520
267.000, 3.389
268.000, 3.395
269.000, 3.800
270.000, 4.198
271.000, 3.958
272.000, 3.654
273.000, 3.727
274.000, 4.243
275.000, 4.247
276.000, 3.522
277.000, 3.727
278.000, 3.965
279.000, 2.872
280.000, 3.940
281.000, 3.892
282.000, 3.517
283.000, 4.963
284.000, 3.021
285.000, 4.165
286.000, 3.884
287.000, 3.709
288.000, 4.589
289.000, 3.905
290.000, 3.303
291.000, 4.137
292.000, 3.756
293.000, 3.246
294.000, 3.490
295.000, 3.764
296.000, 3.598
297.000, 4.000
298.000, 3.926
299.000, 4.163
300.000, 4.181
301.000, 3.801
302.000, 2.869
303.000, 3.861
304.000, 3.556
305.000, 2.561
306.000, 3.938
307.000, 4.593
308.000, 3.386
309.000, 4.041
310.000, 3.426
311.000, 4.150
312.000, 3.737
313.000, 4.038
314.000, 3.696
315.000, 3.864
316.000, 4.117
317.000, 3.810
318.000, 3.952
319.000, 3.264
320.000, 4.238
321.000, 3.261
322.000, 4.450
323.000, 3.788
324.000, 3.329
325.000, 4.047
326.000, 3.335
327.000, 3.669
328.000, 3.032
329.000, 2.726
330.000, 4.013
331.000, 3.765
332.000, 4.284
333.000, 3.352
334.000, 3.951
335.000, 2.500
336.000, 4.308
337.000, 3.525
338.000, 3.666
339.000, 4.024
340.000, 3.528
341.000, 4.200
342.000, 3.691
343.000, 4.047
344.000, 2.956
345.000, 4.400
346.000, 4.307
347.000, 3.879
348.000, 3.780
349.000, 3.250
350.000, 3.938
351.000, 3.757
352.000, 3.479
353.000, 3.917
354.000, 3.586
355.000, 3.446
356.000, 4.381
357.000, 3.293
358.000, 3.847
359.000, 3.857
360.000, 3.642
361.000, 3.538
362.000, 3.291
363.000, 3.744
364.000, 3.143
365.000, 3.340
366.000, 4.069
367.000, 4.250
368.000, 3.781
369.000, 3.195
370.000, 3.750
371.000, 3.500
372.000, 4.554
373.000, 3.556
374.000, 4.404
375.000, 4.078
376.000, 4.111
377.000, 3.904
378.000, 3.513
379.000, 4.234
380.000, 3.725
381.000, 4.114
382.000, 4.018
383.000, 3.571
384.000, 3.591
385.000, 3.956
386.000, 3.323
387.000, 3.676
388.000, 3.881
389.000, 3.562
390.000, 3.673
391.000, 3.728
392.000, 3.474
393.000, 3.581
394.000, 3.342
395.000, 3.609
396.000, 3.561
397.000, 3.882
398.000, 3.813
399.000, 4.156
400.000, 3.875
401.000, 3.872
402.000, 3.592
403.000, 3.804
404.000, 4.140
405.000, 3.796
406.000, 3.306
407.000, 3.438
408.000, 4.353
409.000, 3.916
410.000, 3.969
411.000, 3.280
412.000, 4.401
413.000, 4.404
414.000, 3.070
415.000, 3.875
416.000, 3.758
417.000, 4.045
418.000, 3.549
419.000, 3.963
420.000, 4.359
421.000, 4.250
422.000, 3.298
423.000, 2.500
424.000, 3.736
425.000, 3.661
426.000, 3.757
427.000, 4.111
428.000, 3.900
429.000, 3.347
430.000, 3.968
431.000, 3.631
432.000, 2.986
433.000, 3.391
434.000, 4.023
435.000, 3.833
436.000, 3.835
437.000, 4.308
438.000, 3.528
439.000, 3.902
440.000, 3.586
441.000, 3.957
442.000, 3.849
443.000, 3.824
444.000, 4.000
445.000, 3.318
446.000, 4.843
447.000, 4.838
448.000, 3.435
449.000, 3.722
450.000, 4.196
451.000, 4.512
452.000, 4.432
453.000, 3.665
454.000, 3.218
455.000, 4.200
456.000, 3.395
457.000, 3.713
458.000, 3.535
459.000, 3.688
460.000, 3.362
461.000, 3.225
462.000, 3.537
463.000, 3.000
464.000, 3.610
465.000, 3.541
466.000, 4.141
467.000, 3.203
468.000, 3.731
469.000, 4.327
470.000, 3.809
471.000, 3.629
472.000, 4.022
473.000, 4.163
474.000, 3.381
475.000, 3.830
476.000, 3.838
477.000, 3.583
478.000, 3.870
479.000, 3.828
480.000, 3.411
481.000, 3.697
482.000, 3.261
483.000, 2.931
484.000, 3.735
485.000, 4.044
486.000, 4.051
487.000, 3.340
488.000, 3.560
489.000, 3.333
490.000, 3.766
491.000, 3.680
492.000, 3.938
493.000, 3.848
494.000, 4.157
495.000, 3.795
496.000, 4.294
497.000, 3.583
498.000, 3.651
499.000, 3.975
500.000, 3.634
501.000, 3.418
502.000, 4.083
503.000, 4.448
504.000, 3.806
505.000, 4.217
506.000, 3.422
507.000, 3.952
508.000, 3.322
509.000, 3.314
510.000, 3.828
511.000, 3.741
512.000, 3.838
513.000, 3.147
514.000, 4.203
515.000, 3.728
516.000, 2.932
517.000, 3.964
518.000, 4.348
519.000, 3.378
520.000, 3.936
521.000, 4.293
522.000, 3.845
523.000, 4.060
524.000, 3.608
525.000, 4.025
526.000, 3.897
527.000, 4.080
528.000, 3.355
529.000, 4.197
530.000, 4.000
531.000, 3.159
532.000, 3.860
533.000, 3.340
534.000, 3.748
535.000, 3.571
536.000, 3.943
537.000, 4.306
538.000, 4.458
539.000, 3.924
540.000, 3.231
541.000, 3.189
542.000, 3.765
543.000, 4.079
544.000, 3.778
545.000, 3.483
546.000, 3.232
547.000, 3.859
548.000, 3.093
549.000, 3.757
550.000, 3.578
551.000, 3.820
552.000, 3.763
553.000, 4.156
554.000, 3.512
555.000, 3.816
556.000, 3.500
557.000, 3.879
558.000, 3.680
559.000, 3.000
560.000, 3.898
561.000, 3.722
562.000, 3.703
563.000, 2.702
564.000, 4.000
565.000, 3.440
566.000, 2.627
567.000, 4.583
568.000, 4.440
569.000, 3.520
570.000, 3.329
571.000, 3.705
572.000, 3.050
573.000, 3.972
574.000, 4.095
575.000, 3.656
576.000, 3.667
577.000, 4.487
578.000, 3.964
579.000, 3.855
580.000, 3.348
581.000, 3.667
582.000, 4.282
583.000, 4.040
584.000, 4.289
585.000, 3.466
586.000, 4.486
587.000, 3.008
588.000, 4.057
589.000, 4.000
590.000, 4.139
591.000, 3.231
592.000, 4.391
593.000, 3.642
594.000, 4.296
595.000, 3.950
596.000, 2.952
597.000, 4.474
598.000, 3.316
599.000, 3.852
600.000, 3.652
601.000, 3.150
602.000, 3.396
603.000, 3.524
604.000, 3.094
605.000, 4.049
606.000, 4.030
607.000, 4.160
608.000, 3.188
609.000, 4.346
610.000, 3.484
611.000, 3.939
612.000, 3.500
613.000, 3.585
614.000, 3.833
615.000, 4.128
616.000, 3.955
617.000, 4.087
618.000, 3.000
619.000, 3.909
620.000, 3.324
621.000, 3.042
622.000, 3.912
623.000, 4.227
624.000, 3.680
625.000, 4.000
626.000, 4.056
627.000, 3.562
628.000, 3.904
629.000, 3.371
630.000, 4.254
631.000, 3.795
632.000, 3.794
633.000, 3.581
634.000, 4.015
635.000, 4.311
636.000, 4.058
637.000, 3.756
638.000, 4.175
639.000, 3.705
640.000, 4.333
641.000, 4.008
642.000, 4.111
643.000, 2.714
644.000, 3.120
645.000, 4.477
646.000, 3.803
647.000, 3.104
648.000, 3.723
649.000, 3.662
650.000, 3.895
651.000, 3.613
652.000, 2.886
653.000, 4.143
654.000, 3.432
655.000, 2.733
656.000, 3.870
657.000, 4.017
658.000, 3.097
659.000, 3.700
660.000, 3.017
661.000, 4.648
662.000, 3.142
663.000, 3.580
664.000, 4.025
665.000, 3.500
666.000, 3.893
667.000, 3.094
668.000, 3.583
669.000, 3.847
670.000, 3.244
671.000, 4.259
672.000, 3.872
673.000, 3.132
674.000, 4.278
675.000, 3.310
676.000, 3.128
677.000, 3.893
678.000, 3.678
679.000, 3.927
680.000, 3.571
681.000, 4.237
682.000, 4.733
683.000, 3.586
684.000, 3.895
685.000, 3.236
686.000, 3.778
687.000, 3.487
688.000, 3.750
689.000, 3.393
690.000, 4.311
691.000, 4.175
692.000, 3.824
693.000, 3.886
694.000, 3.625
695.000, 3.513
696.000, 3.803
697.000, 3.800
698.000, 3.552
699.000, 3.053
700.000, 3.875
701.000, 3.500
702.000, 3.303
703.000, 4.100
704.000, 3.081
705.000, 3.371
706.000, 3.556
707.000, 3.615
708.000, 3.850
709.000, 2.829
710.000, 3.427
711.000, 4.000
712.000, 3.475
713.000, 3.446
714.000, 4.164
715.000, 3.888
716.000, 4.199
717.000, 3.154
718.000, 3.775
719.000, 3.500
720.000, 2.910
721.000, 3.551
722.000, 3.909
723.000, 3.833
724.000, 3.643
725.000, 4.198
726.000, 3.932
727.000, 3.699
728.000, 3.311
729.000, 3.527
730.000, 3.774
731.000, 3.779
732.000, 3.429
733.000, 4.060
734.000, 3.727
735.000, 3.590
736.000, 3.930
737.000, 3.567
738.000, 3.303
739.000, 4.354
740.000, 4.243
741.000, 3.325
742.000, 3.952
743.000, 3.383
744.000, 3.370
745.000, 2.640
746.000, 2.634
747.000, 3.594
748.000, 3.975
749.000, 3.325
750.000, 4.321
751.000, 3.880
752.000, 2.829
753.000, 3.775
754.000, 3.777
